Word_Frequency,Link_Count,Capital_Ratio,Exclamation_Count,Email_Length,Attachment_Count,Unknown_Sender,Email_Type
7,3,0.815,14,23,0,1,Not Spam
46,17,0.534,11,148,0,1,Spam
13,11,0.141,14,45,2,0,Not Spam
40,19,0.026,13,820,2,1,Spam
42,20,0.797,6,996,2,0,Not Spam
9,18,0.6,0,46,1,0,Not Spam
50,7,0.711,9,61,0,1,Spam
27,6,0.304,4,984,3,1,Not Spam
66,15,0.509,3,602,1,0,Spam
5,18,0.747,9,83,1,1,Spam
29,5,0.463,2,44,5,1,Not Spam
37,19,0.601,1,91,0,0,Not Spam
38,20,0.79,13,501,3,1,Spam
83,10,0.215,13,892,0,0,Not Spam
8,4,0.066,8,919,1,0,Not Spam
65,15,0.532,7,287,2,1,Spam
86,6,0.062,9,845,0,0,Not Spam
17,4,0.767,14,114,0,1,Not Spam
71,10,0.719,1,414,2,1,Not Spam
89,14,0.882,5,888,3,1,Spam
45,2,0.64,15,383,3,0,Spam
4,4,0.067,2,334,0,0,Not Spam
36,20,0.253,2,136,2,0,Not Spam
70,4,0.808,4,183,5,1,Spam
31,8,0.167,6,896,0,1,Not Spam
19,14,0.698,6,809,2,0,Not Spam
61,2,0.78,10,596,1,1,Spam
54,5,0.33,9,325,5,1,Spam
39,16,0.322,0,791,2,0,Spam
91,20,0.558,10,759,0,0,Spam
74,7,0.861,6,219,4,0,Spam
90,20,0.224,6,751,3,1,Spam
19,10,0.941,5,199,0,1,Not Spam
39,5,0.599,5,377,2,1,Not Spam
67,7,0.992,12,759,5,0,Spam
45,9,0.09,15,271,5,0,Spam
13,2,0.127,12,318,2,0,Not Spam
92,13,0.827,1,892,3,0,Spam
58,13,0.865,2,449,0,1,Not Spam
20,9,0.445,2,23,5,0,Not Spam
92,11,0.714,12,672,5,1,Spam
72,5,0.868,2,697,4,0,Not Spam
61,11,0.043,1,273,1,1,Not Spam
39,13,0.574,8,960,4,0,Spam
1,1,0.853,15,684,1,1,Not Spam
3,8,0.398,5,598,5,1,Spam
77,9,0.302,1,586,1,0,Not Spam
92,16,0.796,2,115,0,1,Not Spam
62,16,0.336,9,186,5,0,Spam
63,2,0.003,5,852,5,1,Not Spam
25,18,0.96,3,350,1,0,Not Spam
56,0,0.592,6,917,2,0,Not Spam
33,11,0.82,5,984,1,0,Not Spam
38,6,0.825,14,907,1,1,Spam
6,3,0.066,5,873,3,1,Not Spam
58,9,0.171,11,81,3,0,Not Spam
44,12,0.311,2,193,0,1,Not Spam
45,1,0.321,10,272,0,0,Not Spam
32,9,0.659,7,480,2,1,Spam
45,20,0.623,8,643,3,0,Not Spam
61,3,0.495,5,234,4,0,Not Spam
47,17,0.211,1,258,0,0,Not Spam
21,4,0.382,0,434,0,0,Not Spam
80,18,0.544,2,758,3,0,Spam
85,1,0.468,2,761,3,1,Not Spam
75,11,0.127,15,764,2,1,Spam
36,16,0.65,7,694,3,1,Spam
99,9,0.073,15,145,1,1,Spam
19,1,0.378,4,960,5,0,Not Spam
20,5,0.71,0,272,4,0,Not Spam
57,7,0.02,10,864,5,0,Not Spam
18,18,0.57,3,969,1,1,Not Spam
47,10,0.335,6,730,1,0,Not Spam
49,11,0.009,4,216,5,1,Spam
14,8,0.19,9,653,1,1,Not Spam
15,1,0.941,14,432,0,1,Not Spam
31,7,0.521,12,475,5,0,Not Spam
1,10,0.997,15,795,1,1,Spam
54,20,0.525,5,73,0,1,Not Spam
3,3,0.544,13,666,3,1,Not Spam
16,9,0.392,9,358,4,1,Spam
87,20,0.31,3,378,4,1,Not Spam
57,19,0.252,1,170,1,0,Not Spam
75,15,0.343,8,119,4,1,Spam
12,7,0.46,14,253,0,1,Not Spam
74,3,0.192,1,563,3,1,Not Spam
96,9,0.225,1,81,1,0,Not Spam
16,11,0.272,12,960,2,1,Spam
72,13,0.449,11,215,5,0,Spam
76,15,0.653,1,561,4,1,Spam
24,17,0.856,0,774,4,0,Spam
28,20,0.287,12,125,1,0,Not Spam
8,20,0.184,11,314,5,0,Spam
92,11,0.379,11,664,5,1,Spam
36,17,0.894,2,470,4,1,Not Spam
90,6,0.01,5,553,4,1,Spam
8,19,0.678,6,175,2,1,Spam
58,6,0.477,0,425,5,0,Spam
60,8,0.161,13,915,0,1,Not Spam
50,0,0.321,4,745,1,1,Not Spam
28,5,0.225,4,757,1,0,Not Spam
92,5,0.878,0,816,2,0,Not Spam
41,11,0.482,3,702,2,0,Not Spam
100,11,0.563,15,573,0,0,Not Spam
64,9,0.594,9,591,3,1,Spam
27,5,0.64,0,394,1,1,Not Spam
63,16,0.496,12,608,5,0,Spam
17,18,0.018,13,474,4,0,Spam
73,17,0.335,14,221,0,1,Spam
33,5,0.184,0,751,1,0,Not Spam
84,18,0.68,11,471,5,0,Spam
77,9,0.057,14,206,0,0,Not Spam
92,7,0.564,6,627,3,1,Spam
29,20,0.211,6,873,5,1,Spam
13,5,0.949,2,743,1,1,Not Spam
46,20,0.336,6,387,4,0,Spam
35,6,0.325,2,359,5,1,Spam
6,0,0.923,1,281,1,0,Not Spam
82,17,0.417,9,860,0,1,Spam
69,19,0.963,14,943,3,0,Spam
47,11,0.024,3,608,5,0,Not Spam
25,15,0.306,13,562,0,1,Not Spam
66,9,0.666,9,570,0,1,Spam
10,9,0.891,2,325,2,0,Not Spam
56,13,0.256,11,865,0,0,Not Spam
30,19,0.93,6,745,5,0,Spam
5,9,0.594,11,657,3,0,Not Spam
33,9,0.801,11,184,4,0,Spam
65,10,0.397,0,777,2,1,Not Spam
18,1,0.212,5,640,0,0,Not Spam
96,19,0.911,14,107,5,1,Spam
49,7,0.933,13,219,1,1,Spam
11,6,0.498,1,290,2,1,Not Spam
85,7,0.006,7,70,3,1,Spam
26,0,0.11,13,508,1,0,Not Spam
63,20,0.573,4,217,3,1,Spam
89,1,0.024,2,42,1,1,Not Spam
86,17,0.397,9,684,4,1,Spam
59,14,0.303,6,242,3,0,Spam
27,0,0.714,13,961,1,1,Not Spam
49,4,0.056,10,240,3,1,Not Spam
77,1,0.489,14,682,2,1,Not Spam
33,19,0.579,14,285,3,0,Spam
98,2,0.617,1,92,5,0,Not Spam
99,18,0.405,4,900,3,0,Spam
1,17,0.304,10,96,1,1,Spam
21,17,0.682,15,563,3,0,Spam
55,13,0.848,7,900,4,0,Spam
6,7,0.694,15,454,0,0,Not Spam
92,11,0.932,12,956,2,1,Spam
81,20,0.717,10,84,5,0,Spam
69,9,0.765,0,980,1,1,Spam
95,19,0.168,14,376,3,1,Spam
5,16,0.42,0,955,3,1,Not Spam
3,10,0.485,2,37,3,1,Not Spam
53,1,0.256,15,695,2,0,Not Spam
23,3,0.529,2,818,5,0,Not Spam
53,0,0.291,12,585,0,1,Not Spam
37,14,0.688,6,594,4,1,Spam
74,12,0.47,5,788,5,1,Spam
74,7,0.459,6,770,4,1,Not Spam
83,3,0.984,3,455,5,0,Not Spam
17,9,0.392,10,460,1,0,Not Spam
85,18,0.362,1,28,0,1,Not Spam
78,17,0.319,1,489,0,0,Not Spam
73,4,0.895,9,651,2,0,Not Spam
1,18,0.497,0,367,5,0,Not Spam
51,15,0.6,13,621,3,0,Spam
45,0,0.181,12,391,0,1,Not Spam
77,11,0.541,13,989,5,0,Spam
4,1,0.275,8,843,3,1,Not Spam
62,20,0.731,13,194,2,0,Spam
65,7,0.833,13,534,5,0,Spam
32,17,0.715,6,149,5,1,Spam
34,15,0.73,9,585,1,0,Spam
92,4,0.512,2,312,5,1,Spam
95,12,0.712,1,715,1,0,Spam
72,18,0.423,13,946,3,1,Spam
39,2,0.651,2,372,3,0,Not Spam
26,7,0.259,6,243,0,1,Not Spam
34,11,0.07,4,543,2,0,Not Spam
54,1,0.413,11,973,1,1,Spam
3,10,0.462,2,726,0,0,Not Spam
50,11,0.256,8,778,4,1,Spam
12,17,0.728,1,528,0,1,Spam
65,12,0.074,6,387,3,0,Not Spam
54,4,0.223,14,685,4,1,Not Spam
5,11,0.749,9,609,0,1,Spam
94,1,0.437,5,671,5,0,Not Spam
94,4,0.705,5,519,2,0,Not Spam
57,6,0.567,13,109,1,0,Spam
17,11,0.951,15,675,5,1,Spam
47,15,0.598,6,968,4,1,Spam
23,7,0.015,5,91,2,0,Not Spam
79,8,0.353,1,452,0,1,Not Spam
85,14,0.143,15,708,5,0,Spam
14,4,0.925,10,367,3,1,Not Spam
66,12,0.104,4,282,3,0,Not Spam
75,4,0.388,2,290,2,1,Not Spam
51,10,0.226,8,528,3,0,Not Spam
38,9,0.847,7,527,1,0,Not Spam
64,19,0.309,9,636,2,0,Spam
98,12,0.992,15,439,2,1,Spam
38,8,0.039,10,91,3,1,Spam
50,20,0.128,1,93,2,1,Spam
98,13,0.225,14,674,0,0,Spam
82,17,0.811,0,522,4,1,Spam
30,14,0.879,14,593,5,1,Spam
79,9,0.071,3,165,4,0,Not Spam
91,6,0.032,3,65,5,0,Spam
51,7,0.745,11,760,3,0,Spam
63,2,0.133,9,124,1,0,Not Spam
98,14,0.133,10,128,1,1,Not Spam
52,15,0.022,1,336,3,0,Not Spam
38,3,0.05,6,140,3,1,Not Spam
97,20,0.264,12,518,2,0,Spam
88,5,0.065,14,62,1,1,Spam
79,0,0.369,2,959,4,0,Not Spam
30,3,0.833,6,118,3,0,Not Spam
51,10,0.326,6,725,4,0,Not Spam
81,11,0.728,0,330,5,0,Not Spam
5,4,0.094,5,233,4,0,Not Spam
29,20,0.659,3,482,1,1,Not Spam
4,15,0.317,10,760,5,1,Spam
10,12,0.75,7,442,4,1,Not Spam
56,12,0.136,15,408,2,1,Not Spam
17,16,0.898,15,716,2,1,Spam
74,6,0.243,7,131,1,0,Not Spam
17,7,0.353,2,930,2,0,Not Spam
84,12,0.95,3,878,3,1,Spam
88,15,0.578,14,291,5,1,Spam
69,3,0.366,0,844,1,1,Not Spam
34,7,0.95,9,121,5,1,Spam
6,15,0.329,1,229,4,1,Not Spam
53,20,0.095,6,758,3,0,Not Spam
66,9,0.997,14,812,1,1,Spam
77,11,0.268,13,41,4,0,Spam
43,11,0.851,15,779,4,1,Spam
75,4,0.166,10,178,4,0,Not Spam
23,15,0.731,11,910,4,1,Spam
55,0,0.524,14,760,4,1,Not Spam
80,8,0.981,6,949,1,0,Not Spam
95,11,0.553,12,362,2,0,Spam
75,4,0.025,8,419,4,0,Not Spam
16,19,0.604,9,473,3,1,Spam
8,2,0.145,8,718,1,1,Not Spam
4,4,0.799,8,162,0,1,Not Spam
4,1,0.857,5,869,2,1,Not Spam
56,13,0.482,7,889,3,0,Spam
25,1,0.783,8,416,4,0,Not Spam
67,12,0.145,11,555,1,0,Not Spam
96,6,0.492,13,160,1,0,Spam
67,9,0.394,6,980,4,0,Spam
27,12,0.611,3,259,3,0,Not Spam
93,15,0.044,13,311,1,0,Not Spam
32,13,0.752,3,836,5,1,Spam
50,10,0.079,5,101,2,1,Not Spam
61,9,0.656,13,579,3,0,Spam
51,5,0.018,10,884,4,0,Not Spam
19,3,0.832,3,889,3,1,Not Spam
21,20,0.175,10,190,5,0,Not Spam
5,0,0.515,6,793,3,1,Not Spam
82,6,0.261,7,996,0,1,Spam
92,8,0.723,7,599,4,0,Spam
42,7,0.321,13,545,2,1,Spam
61,4,0.725,7,561,4,1,Spam
22,18,0.285,1,129,0,1,Not Spam
21,9,0.752,13,231,4,0,Spam
70,10,0.031,9,795,4,0,Not Spam
1,14,0.283,1,457,2,1,Not Spam
5,5,0.499,1,341,0,0,Not Spam
12,14,0.045,1,919,4,1,Spam
90,4,0.186,15,733,5,1,Spam
46,18,0.935,3,103,4,0,Spam
34,18,0.977,4,975,1,1,Spam
49,9,0.74,3,395,4,1,Spam
78,11,0.252,14,72,2,1,Spam
90,3,0.261,4,886,1,1,Not Spam
45,17,0.646,3,515,5,1,Spam
27,15,0.118,6,275,5,1,Spam
73,7,0.948,15,605,5,1,Spam
26,3,0.225,9,239,0,0,Not Spam
47,11,1.0,0,674,5,0,Spam
86,1,0.496,13,119,3,1,Spam
56,3,0.771,12,148,2,0,Not Spam
94,4,0.002,0,937,0,1,Not Spam
63,2,0.889,1,238,1,1,Not Spam
48,8,0.27,12,496,3,1,Not Spam
61,20,0.668,0,802,0,1,Not Spam
81,17,0.806,11,477,2,0,Spam
26,10,0.164,14,999,1,1,Not Spam
36,2,0.443,9,41,2,1,Not Spam
1,1,0.494,11,709,2,0,Not Spam
8,8,0.312,11,579,1,0,Not Spam
99,13,0.482,9,648,5,0,Spam
52,3,0.318,12,348,4,0,Not Spam
79,8,0.361,13,907,2,0,Spam
47,12,0.669,10,710,5,0,Spam
56,17,0.633,2,499,1,1,Spam
86,14,0.232,5,804,2,1,Spam
14,9,0.897,15,893,4,0,Spam
90,15,0.863,9,358,1,0,Spam
28,11,0.509,10,891,0,1,Spam
87,19,0.433,5,878,0,0,Spam
78,4,0.377,0,198,5,0,Not Spam
88,1,0.707,5,440,0,0,Not Spam
2,9,0.672,15,501,3,1,Spam
26,0,0.196,4,68,2,0,Not Spam
14,6,0.671,6,846,2,1,Spam
59,16,0.252,5,925,1,1,Spam
56,15,0.019,11,786,3,1,Spam
7,2,0.699,11,49,2,0,Not Spam
3,13,0.645,6,104,1,0,Not Spam
23,9,0.411,1,808,4,1,Not Spam
18,6,0.526,11,521,2,1,Spam
38,16,0.947,0,565,5,0,Spam
99,5,0.595,13,348,2,1,Spam
15,3,0.658,6,629,4,0,Not Spam
64,16,0.064,8,453,4,1,Spam
89,8,0.166,1,607,2,0,Not Spam
28,3,0.301,11,706,4,0,Not Spam
74,6,0.539,6,872,1,1,Spam
39,1,0.777,2,268,2,1,Not Spam
57,16,0.321,5,871,2,0,Not Spam
17,7,0.356,2,153,0,1,Not Spam
86,14,0.256,12,709,5,1,Spam
90,14,0.255,9,384,2,1,Not Spam
44,7,0.949,12,759,0,0,Not Spam
25,15,0.635,10,594,4,1,Spam
17,18,0.156,10,799,5,1,Spam
13,10,0.722,10,444,5,1,Spam
84,1,0.722,4,434,4,1,Not Spam
25,16,0.666,14,789,1,0,Spam
68,15,0.135,1,675,0,1,Not Spam
10,14,0.408,7,531,2,0,Not Spam
67,12,0.107,13,404,0,0,Not Spam
18,14,0.817,7,407,4,1,Spam
100,3,0.655,6,834,4,1,Spam
86,15,0.507,5,468,1,0,Spam
34,11,0.343,0,583,5,1,Not Spam
8,3,0.184,7,322,5,1,Not Spam
40,2,0.106,0,118,4,0,Not Spam
83,16,0.969,7,992,0,1,Spam
42,17,0.2,10,325,5,1,Spam
41,17,0.06,1,576,2,1,Not Spam
6,16,0.962,7,61,2,0,Not Spam
52,11,0.549,9,487,0,1,Spam
26,20,0.797,11,459,1,0,Spam
64,3,0.044,3,346,2,0,Not Spam
98,11,0.567,6,588,0,0,Not Spam
59,20,0.398,15,52,0,1,Spam
56,19,0.772,4,431,4,1,Spam
59,14,0.038,15,645,5,0,Spam
70,15,0.402,7,831,4,0,Spam
33,4,0.799,11,133,5,1,Spam
53,20,0.523,14,527,1,1,Spam
22,14,0.55,5,75,1,0,Not Spam
21,16,0.097,13,575,1,1,Spam
70,17,0.132,14,743,0,0,Not Spam
70,4,0.677,4,371,0,0,Not Spam
4,12,0.675,0,348,4,1,Spam
94,18,0.979,2,565,2,1,Spam
75,12,0.712,9,289,5,1,Spam
62,17,0.493,8,215,5,0,Spam
62,13,0.857,14,432,1,1,Spam
94,3,0.104,13,656,5,1,Spam
95,3,0.449,8,98,3,0,Not Spam
24,19,0.287,4,786,1,0,Not Spam
55,19,0.105,2,676,5,1,Spam
9,18,0.764,5,102,4,1,Spam
3,12,0.511,4,761,5,0,Not Spam
31,11,0.557,14,156,0,0,Not Spam
40,6,0.411,0,558,4,1,Not Spam
36,11,0.46,1,708,4,1,Spam
24,20,0.116,11,738,4,0,Spam
95,3,0.673,4,952,3,1,Spam
6,1,0.432,13,943,3,0,Not Spam
66,1,0.817,8,325,5,0,Not Spam
84,4,0.196,11,330,1,1,Spam
92,9,0.205,3,407,5,1,Spam
75,9,0.646,8,744,5,0,Spam
4,8,0.846,2,885,5,0,Spam
79,12,0.472,0,934,0,0,Spam
6,6,0.727,5,568,4,1,Not Spam
94,4,0.999,14,525,2,0,Spam
51,9,0.99,9,407,1,0,Not Spam
62,9,0.744,13,312,1,0,Not Spam
57,5,0.74,6,198,4,1,Spam
66,18,0.248,3,691,1,0,Not Spam
79,20,0.834,9,448,4,1,Spam
75,7,0.405,4,899,1,1,Not Spam
8,0,0.962,3,543,5,0,Not Spam
26,16,0.081,15,700,0,0,Not Spam
51,6,0.436,2,331,1,0,Not Spam
45,13,0.556,0,99,1,1,Spam
44,20,0.405,12,33,2,0,Spam
5,20,0.211,15,73,0,1,Spam
70,16,0.593,5,466,5,1,Spam
26,8,0.756,9,785,0,1,Not Spam
68,16,0.645,4,84,0,1,Spam
19,4,0.234,15,391,1,1,Not Spam
84,19,0.732,15,522,3,1,Spam
97,7,0.257,15,589,1,0,Spam
20,5,0.175,10,115,4,0,Not Spam
12,10,0.691,0,552,2,1,Not Spam
47,18,0.843,4,279,0,1,Spam
1,3,0.482,5,604,4,0,Not Spam
90,17,0.531,9,267,5,0,Spam
14,0,0.303,4,146,4,0,Not Spam
64,12,0.495,0,518,3,0,Not Spam
38,13,0.132,13,65,0,1,Spam
37,0,0.956,4,287,1,0,Not Spam
11,10,0.8,9,659,0,1,Not Spam
100,16,0.668,0,561,2,1,Spam
77,3,0.538,10,113,0,0,Not Spam
3,11,0.792,2,755,4,0,Not Spam
33,9,0.495,11,335,4,1,Spam
6,5,0.3,12,631,1,1,Not Spam
50,0,0.16,1,90,1,1,Not Spam
10,6,0.648,12,612,1,1,Not Spam
5,20,0.929,0,468,5,0,Spam
23,15,0.154,3,929,2,0,Spam
10,13,0.18,1,386,5,0,Not Spam
44,19,0.434,4,831,5,0,Spam
2,19,0.807,9,639,5,0,Spam
13,5,0.294,0,633,0,1,Not Spam
40,4,0.254,11,429,3,1,Not Spam
2,20,0.62,9,110,0,0,Not Spam
84,17,0.536,0,528,1,0,Not Spam
65,14,0.06,10,896,2,1,Spam
63,5,0.081,9,547,5,1,Spam
73,18,0.643,3,129,0,0,Not Spam
17,0,0.465,6,794,4,0,Not Spam
9,0,0.971,13,691,5,1,Not Spam
75,12,0.679,13,784,0,0,Not Spam
15,2,0.01,1,108,4,0,Not Spam
24,9,0.481,1,626,0,1,Not Spam
38,20,0.414,0,291,0,1,Not Spam
35,2,0.107,4,266,5,1,Not Spam
94,8,0.923,5,380,0,0,Spam
95,7,0.805,15,397,1,1,Spam
49,2,0.23,12,225,4,0,Not Spam
69,12,0.256,5,364,2,1,Not Spam
62,5,0.032,1,849,3,0,Not Spam
60,12,0.297,15,817,5,0,Spam
50,19,0.585,11,779,4,1,Spam
78,19,0.421,11,474,1,0,Not Spam
75,11,0.969,6,927,4,0,Spam
9,12,0.056,5,86,2,1,Not Spam
34,1,0.591,7,577,5,0,Not Spam
76,20,0.858,5,998,4,1,Spam
99,15,0.481,8,62,1,0,Spam
35,5,0.003,9,248,5,1,Not Spam
1,18,0.243,1,970,1,1,Not Spam
40,20,0.324,6,832,5,0,Spam
64,12,0.966,4,463,3,1,Spam
22,16,0.912,0,253,2,1,Not Spam
60,8,0.949,2,218,3,0,Not Spam
64,16,0.826,3,516,0,1,Not Spam
93,1,0.352,11,867,1,1,Not Spam
72,18,0.906,1,51,3,1,Spam
11,18,0.982,6,283,1,1,Spam
14,6,0.35,15,132,5,0,Not Spam
60,9,0.261,0,992,1,1,Not Spam
30,9,0.547,2,849,0,1,Not Spam
35,19,0.187,11,478,1,1,Spam
85,8,0.033,8,295,5,0,Not Spam
37,16,0.946,10,165,5,0,Spam
5,14,0.926,13,376,3,1,Spam
83,1,0.163,1,25,2,1,Not Spam
78,3,0.408,4,359,4,0,Not Spam
26,18,0.831,3,513,3,1,Spam
62,16,0.661,11,127,0,1,Spam
4,4,0.395,2,944,4,1,Not Spam
89,6,0.744,4,791,1,1,Spam
42,17,0.897,15,90,3,0,Spam
89,20,0.926,5,958,4,0,Spam
18,6,0.379,0,359,3,0,Not Spam
40,16,0.174,1,693,1,0,Not Spam
72,6,0.913,0,119,5,0,Not Spam
39,3,0.093,2,346,3,1,Not Spam
14,7,0.722,7,52,0,0,Not Spam
32,12,0.14,7,162,4,1,Not Spam
51,3,0.389,3,263,4,0,Not Spam
38,5,0.412,5,755,4,1,Spam
97,4,0.159,11,745,3,0,Not Spam
23,11,0.923,8,651,1,0,Not Spam
63,3,0.003,13,699,3,1,Not Spam
15,8,0.894,6,880,3,1,Not Spam
97,3,0.884,1,236,5,1,Spam
25,18,0.317,10,920,4,0,Spam
17,13,0.704,1,993,1,0,Not Spam
97,4,0.253,15,453,2,1,Spam
66,17,0.759,2,886,1,0,Not Spam
78,9,0.561,7,853,3,1,Not Spam
53,18,0.3,9,748,0,0,Spam
51,11,0.4,14,73,1,1,Not Spam
39,17,0.69,8,739,4,1,Spam
51,16,0.906,12,961,0,0,Spam
70,10,0.131,13,611,2,1,Spam
6,2,0.571,2,926,2,0,Spam
67,16,0.254,8,911,0,0,Spam
7,0,0.801,11,964,2,0,Not Spam
51,14,0.07,11,170,0,1,Spam
72,8,0.689,9,74,3,1,Spam
42,14,0.175,15,536,0,1,Not Spam
64,2,0.596,11,467,3,0,Not Spam
15,18,0.836,7,54,4,0,Not Spam
29,12,0.755,4,880,4,1,Spam
33,11,0.753,10,138,2,0,Not Spam
94,19,0.518,9,216,5,0,Spam
27,0,0.891,2,585,5,0,Not Spam
36,20,0.588,10,790,0,1,Not Spam
29,16,0.918,6,793,3,1,Spam
38,12,0.547,8,874,4,1,Spam
57,0,0.506,11,897,4,0,Spam
97,9,0.222,5,843,4,0,Not Spam
27,14,0.545,2,533,2,1,Not Spam
55,6,0.141,15,613,4,1,Spam
33,17,0.87,4,881,5,1,Spam
68,15,0.676,6,441,1,0,Spam
86,13,0.994,7,971,2,1,Spam
66,17,0.092,12,536,0,1,Spam
10,6,0.241,15,705,1,1,Spam
5,16,0.877,13,158,2,0,Spam
74,17,0.395,11,724,2,1,Spam
97,11,0.466,3,669,3,0,Spam
38,7,0.861,1,828,1,1,Not Spam
13,1,0.522,9,647,1,0,Not Spam
31,6,0.193,15,63,5,1,Spam
47,3,0.892,1,877,1,1,Not Spam
100,17,0.031,11,820,4,0,Spam
88,5,0.895,2,238,5,1,Spam
52,8,0.051,7,587,4,1,Spam
56,8,0.666,0,773,5,1,Spam
15,13,0.072,13,927,0,1,Not Spam
29,7,0.706,6,277,5,0,Not Spam
8,18,0.034,5,532,0,0,Not Spam
5,2,0.842,13,980,5,0,Not Spam
29,17,0.466,1,396,0,0,Not Spam
47,4,0.093,8,912,4,0,Not Spam
68,13,0.707,12,308,5,0,Spam
76,3,0.489,11,489,3,0,Spam
45,6,0.191,4,991,5,0,Not Spam
2,19,0.016,1,122,0,1,Not Spam
27,11,0.418,2,823,2,1,Spam
95,1,0.086,6,168,4,0,Not Spam
36,10,0.094,6,103,3,0,Not Spam
36,13,0.267,9,951,2,0,Not Spam
26,15,0.63,0,45,2,1,Not Spam
43,19,0.53,14,194,4,0,Spam
27,5,0.069,9,754,5,0,Not Spam
69,3,0.968,13,660,1,0,Not Spam
20,14,0.887,10,441,3,0,Spam
11,0,0.259,10,673,5,1,Not Spam
74,6,0.122,11,365,4,0,Spam
38,11,0.942,3,321,1,1,Spam
6,9,0.461,5,317,4,1,Not Spam
72,4,0.311,7,154,4,1,Spam
23,11,0.49,15,74,2,0,Spam
47,17,0.773,2,75,5,1,Spam
90,9,0.168,15,393,4,0,Spam
46,5,0.767,13,607,5,0,Spam
12,11,0.749,2,850,1,0,Not Spam
90,6,0.539,7,939,2,0,Not Spam
13,17,0.866,7,358,1,0,Not Spam
62,1,0.132,7,476,1,0,Not Spam
82,9,0.595,0,374,2,0,Not Spam
89,14,0.449,7,151,5,0,Spam
97,11,0.422,7,512,1,1,Not Spam
60,16,0.253,1,573,0,0,Not Spam
43,3,0.372,11,883,5,1,Spam
76,6,0.108,8,129,4,0,Spam
100,8,0.252,6,601,2,1,Spam
68,18,0.272,7,815,2,1,Spam
5,6,0.721,15,145,5,0,Spam
37,1,0.049,1,879,0,1,Not Spam
72,5,0.651,15,315,0,0,Spam
92,17,0.221,15,198,0,1,Spam
31,5,0.082,15,944,0,0,Not Spam
9,12,0.301,3,829,3,1,Not Spam
51,18,0.224,6,905,2,1,Spam
29,1,0.552,5,216,1,0,Not Spam
78,11,0.357,6,792,2,1,Spam
40,14,0.966,0,120,2,0,Not Spam
41,13,0.964,7,956,2,0,Spam
86,5,0.444,12,592,0,1,Not Spam
11,17,0.795,6,202,0,1,Not Spam
23,4,0.013,12,943,3,1,Spam
1,17,0.548,3,828,5,0,Spam
46,2,0.743,0,898,2,0,Not Spam
21,2,0.217,14,28,4,0,Not Spam
90,9,0.061,7,432,5,0,Spam
36,18,0.156,9,737,3,1,Spam
54,2,0.442,6,953,0,0,Not Spam
87,11,0.506,7,849,2,0,Spam
57,15,0.381,9,585,0,1,Spam
1,16,0.44,0,711,5,1,Not Spam
63,6,0.47,4,123,1,1,Not Spam
54,12,0.769,8,145,0,0,Not Spam
55,1,0.105,15,565,0,1,Not Spam
40,3,0.769,4,696,3,1,Not Spam
15,9,0.689,12,964,1,0,Not Spam
21,6,0.742,13,829,5,0,Spam
47,16,0.734,13,289,4,0,Spam
73,19,0.471,9,485,4,0,Spam
53,5,0.211,11,820,4,1,Not Spam
9,18,0.537,2,137,2,0,Not Spam
74,4,0.958,8,885,4,1,Spam
52,9,0.589,12,111,2,1,Not Spam
57,8,0.011,15,631,5,0,Not Spam
26,12,0.06,8,504,5,0,Spam
41,18,0.993,3,106,0,0,Not Spam
35,20,0.072,15,253,4,0,Spam
63,5,0.046,3,932,3,1,Not Spam
25,3,0.353,10,143,5,0,Not Spam
90,2,0.969,7,222,1,0,Spam
75,2,0.319,6,51,1,1,Not Spam
38,3,0.41,10,376,5,1,Not Spam
2,4,0.634,4,482,0,1,Not Spam
7,7,0.024,5,983,1,0,Not Spam
82,15,0.898,14,570,1,1,Spam
91,2,0.519,2,113,0,1,Not Spam
34,11,0.467,13,541,0,1,Spam
91,7,0.861,14,746,0,0,Not Spam
17,12,0.953,5,427,3,1,Spam
43,3,0.423,12,119,0,0,Not Spam
59,13,0.172,7,263,0,1,Spam
51,13,0.816,9,77,0,1,Spam
54,12,0.403,15,984,5,1,Spam
24,5,0.936,13,376,4,1,Spam
25,16,0.95,15,510,5,1,Spam
71,3,0.115,12,339,4,1,Spam
52,7,0.957,10,38,3,0,Spam
70,16,0.368,8,376,3,0,Spam
88,2,0.646,2,136,1,0,Spam
33,16,0.035,7,155,5,1,Spam
49,8,0.889,11,858,4,0,Spam
29,1,0.642,2,315,3,1,Not Spam
63,12,0.644,1,544,3,0,Not Spam
22,19,0.902,4,120,5,1,Spam
26,1,0.508,13,399,1,0,Not Spam
28,19,0.411,3,174,0,1,Not Spam
85,10,0.866,12,613,2,1,Spam
49,14,0.742,4,619,1,0,Spam
71,10,0.949,5,124,2,1,Spam
81,2,0.94,14,661,1,0,Not Spam
84,2,0.382,2,803,1,0,Not Spam
49,11,0.447,0,545,0,0,Not Spam
20,4,0.256,14,147,3,0,Spam
86,19,0.661,3,420,4,1,Spam
92,6,0.365,5,591,1,0,Not Spam
63,6,0.786,1,985,0,1,Not Spam
61,12,0.122,1,758,2,1,Not Spam
49,8,0.116,0,548,5,1,Not Spam
71,20,0.204,8,576,5,0,Not Spam
1,12,0.084,2,569,3,1,Not Spam
96,11,0.62,1,143,5,1,Spam
13,12,0.147,3,379,1,0,Not Spam
94,9,0.16,15,83,2,1,Spam
87,0,0.014,5,908,1,1,Not Spam
51,7,0.782,0,784,5,1,Spam
